"location_iso3","year","age","sex_id","vaccine","observed_coverage","disease","impact_factor","target_fvps","target_deaths_averted","old_pop","new_pop","target_coverage","observed_fvps","observed_deaths_averted","location_name","region","income_group"
"ARG",2019,0,3,"MCV2",0.84,"Measles",0.000856295499350734,594898.25,509.408694046628,744687,668425,0.89,561477,480.790228088952,"Argentina","PAHO","Upper middle income"
"ARG",2019,0,3,"PCV3",0.8,"PCV",0.000417608892039102,588214,245.643396821888,744687,668425,0.88,534740,223.312178928989,"Argentina","PAHO","Upper middle income"
"ARG",2019,0,3,"Rota",0.77,"Rota",0.0001063741069333,481266,51.1942409473616,744687,668425,0.72,514687.25,54.7493965687061,"Argentina","PAHO","Upper middle income"
"ARG",2019,0,3,"Rubella",0.86,"Rubella",0.0012052088825521,628319.5,757.256242480694,744687,668425,0.94,574845.5,692.808902695103,"Argentina","PAHO","Upper middle income"
"ARG",2019,0,3,"YF",0.08,"YF",0.000930796477845298,53474,49.7734108562995,744687,668425,0.08,53474,49.7734108562995,"Argentina","PAHO","Upper middle income"
"ARG",2019,9,3,"HPV",0.59,"HPV",0.00465707055831106,197926.8,921.759072980722,728202,347240,0.57,204871.6,954.10149659408,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"BCG",0.75,"TB",0.000157589485619826,609908.88,96.1152266741642,740643,655816,0.93,491862,77.5122795759389,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"DTP3",0.74,"D",4.63361645335994e-05,564001.76,26.1336783485996,740643,655816,0.86,485303.84,22.4871185790276,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"DTP3",0.74,"P",0.00140914298407339,564001.76,794.759123109044,740643,655816,0.86,485303.84,683.862501279875,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"DTP3",0.74,"T",0.000165169286859717,564001.76,93.1557684868253,740643,655816,0.86,485303.84,80.1572891630822,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"HepB",0.74,"HepB",0.0092445141846098,564001.76,5213.92227046489,740643,655816,0.86,485303.84,4486.3982327256,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"HepB_BD",0.72,"HepB",0.00413034945955108,537769.12,2221.17439415526,740643,655816,0.82,472187.52,1950.29946803876,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"Hib3",0.74,"Hib",0.000392925163192874,564001.76,221.610483589068,740643,655816,0.86,485303.84,190.688090530128,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"MCV1",0.77,"Measles",0.00556526466773704,616467.04,3430.80223653644,740643,655816,0.94,504978.32,2810.33800226921,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"MCV2",0.71,"Measles",0.000856295499350734,583676.24,499.799337389959,740643,655816,0.89,465629.36,398.716325333563,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"PCV3",0.75,"PCV",0.000417608892039102,577118.08,241.009641964534,740643,655816,0.88,491862,205.405944856137,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"Rota",0.72,"Rota",0.0001063741069333,472187.52,50.2285257450497,740643,655816,0.72,472187.52,50.2285257450497,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"Rubella",0.77,"Rubella",0.0012052088825521,616467.04,742.971552408601,740643,655816,0.94,504978.32,608.604356760237,"Argentina","PAHO","Upper middle income"
"ARG",2020,0,3,"YF",0.08,"YF",0.000930796477845298,52465.28,48.8344978331674,740643,655816,0.08,52465.28,48.8344978331674,"Argentina","PAHO","Upper middle income"
"ARG",2020,11,3,"HPV",0.46,"HPV",0.00465707055831106,134510.579242839,626.425258373191,722488,342524,0.392704100275714,157561.04,733.772880520871,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"BCG",0.81,"TB",0.000157589485619826,586590.06,92.4404258251029,738513,630742,0.93,510901.02,80.5126289444444,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"DTP3",0.76,"D",4.63361645335994e-05,542438.12,25.1345019776163,738513,630742,0.86,479363.92,22.2118854685912,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"DTP3",0.76,"P",0.00140914298407339,542438.12,764.37287109196,738513,630742,0.86,479363.92,675.492304685918,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"DTP3",0.76,"T",0.000165169286859717,542438.12,89.5941174459256,738513,630742,0.86,479363.92,79.1761968126784,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"HepB",0.76,"HepB",0.0092445141846098,542438.12,5014.57689461307,738513,630742,0.86,479363.92,4431.48655803016,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"HepB_BD",0.73,"HepB",0.00413034945955108,517208.44,2136.25160062926,738513,630742,0.82,460441.66,1901.7849615358,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"Hib3",0.76,"Hib",0.000392925163192874,542438.12,213.137586823036,738513,630742,0.86,479363.92,188.354146494776,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"MCV1",0.81,"Measles",0.00556526466773704,592897.48,3299.63139703433,738513,630742,0.94,510901.02,2843.29939531681,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"MCV2",0.79,"Measles",0.000856295499350734,561360.38,480.690366907818,738513,630742,0.89,498286.18,426.68021332267,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"PCV3",0.74,"PCV",0.000417608892039102,555052.96,231.795051648624,738513,630742,0.88,466749.08,194.91856615907,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"Rota",0.74,"Rota",0.0001063741069333,454134.24,48.3081242078329,738513,630742,0.72,466749.08,49.6500165469394,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"Rubella",0.81,"Rubella",0.0012052088825521,592897.48,714.565309338756,738513,630742,0.94,510901.02,615.742447408928,"Argentina","PAHO","Upper middle income"
"ARG",2021,0,3,"YF",0.06,"YF",0.000930796477845298,50459.36,46.9673945623279,738513,630742,0.08,37844.52,35.2255459217459,"Argentina","PAHO","Upper middle income"
"ARG",2021,11,3,"HPV",0.53,"HPV",0.00465707055831106,136341.190425231,634.950543814425,728498,347177,0.392713775466782,184003.81,856.918726168062,"Argentina","PAHO","Upper middle income"
"ARM",2019,0,3,"BCG",0.99,"TB",0.000125783444796051,37156.68,4.67369520758453,39623,37532,0.99,37156.68,4.67369520758453,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"DTP3",0.92,"D",3.35577424265804e-05,34529.44,1.15873005365406,39623,37532,0.92,34529.44,1.15873005365406,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"DTP3",0.92,"P",0.00130364125969225,34529.44,45.014002658068,39623,37532,0.92,34529.44,45.014002658068,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"DTP3",0.92,"T",0.000137801119427617,34529.44,4.75819548520874,39623,37532,0.92,34529.44,4.75819548520874,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"HepB",0.92,"HepB",0.0050313461925779,34717.9761855488,174.678157295171,39623,37532,0.925023345026878,34529.44,173.729566475847,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"HepB_BD",0.96,"HepB",0.00180513480795899,36406.9588107917,65.7194686012894,39623,37532,0.970024480730889,36030.72,65.0403068278241,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"Hib3",0.92,"Hib",0.000665333920644489,34849.3415008455,23.1864490126362,39623,37532,0.928523433359412,34529.44,22.9736076928586,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"MCV1",0.95,"Measles",0.00524323899001809,35712.5992870807,187.249693016914,39623,37532,0.951524013830351,35655.4,186.949783484691,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"PCV3",0.92,"PCV",0.000587457196418158,34988.2134055877,20.5540777549267,39623,37532,0.93222352673952,34529.44,20.284568016289,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"Rota",0.92,"Rota",9.7918321112842e-05,35280.9703939631,3.45465338820875,39623,37532,0.940023723594882,34529.44,3.38106479376661,"Armenia","EURO","Upper middle income"
"ARM",2019,0,3,"Rubella",0.95,"Rubella",0.000225405979790433,35656.2998662393,8.03714320705116,39623,37532,0.950023975973551,35655.4,8.0369403718198,"Armenia","EURO","Upper middle income"
"ARM",2019,2,3,"MCV2",0.96,"Measles",0.000631747715407269,39331.058,24.8473060360508,42077,40940,0.9607,39302.4,24.8292014100227,"Armenia","EURO","Upper middle income"
"ARM",2019,9,3,"HPV",0.07,"HPV",0.00459632839507125,6944.21799621663,31.9179063575753,41656,18547,0.374411926253121,1298.29,5.96736719203705,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"BCG",0.99,"TB",0.000125783444796051,35810.28,4.50434037751113,38725,36172,0.99,35810.28,4.50434037751113,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"DTP3",0.91,"D",3.35577424265804e-05,33278.24,1.11674260632992,38725,36172,0.92,32916.52,1.10460409973938,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"DTP3",0.91,"P",0.00130364125969225,33278.24,43.382886713941,38725,36172,0.92,32916.52,42.9113335974851,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"DTP3",0.91,"T",0.000137801119427617,33278.24,4.5857787245809,38725,36172,0.92,32916.52,4.53593330366154,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"HepB",0.92,"HepB",0.0050313461925779,33459.1,168.344315392083,38725,36172,0.925,33278.24,167.434346119694,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"HepB_BD",0.97,"HepB",0.00180513480795899,35086.84,63.3364761852878,38725,36172,0.97,35086.84,63.3364761852878,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"Hib3",0.92,"Hib",0.000665333920644489,33585.702,22.3457067892575,38725,36172,0.9285,33278.24,22.1411418913483,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"MCV1",0.94,"Measles",0.00524323899001809,34417.658,180.460006370708,38725,36172,0.9515,34001.68,178.278934302118,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"PCV3",0.92,"PCV",0.000587457196418158,33719.5384,19.8087854929784,38725,36172,0.9322,33278.24,19.5495415721306,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"Rota",0.92,"Rota",9.7918321112842e-05,34001.68,3.3293874206161,38725,36172,0.94,33278.24,3.25854939039022,"Armenia","EURO","Upper middle income"
"ARM",2020,0,3,"Rubella",0.94,"Rubella",0.000225405979790433,34363.4,7.74571584593057,38725,36172,0.95,34001.68,7.66418199492077,"Armenia","EURO","Upper middle income"
"ARM",2020,2,3,"MCV2",0.94,"Measles",0.000631747715407269,36713.1505,23.1934489537782,41286,38215,0.9607,35922.1,22.6937046076315,"Armenia","EURO","Upper middle income"
"ARM",2020,13,3,"HPV",0.08,"HPV",0.00459632839507125,5723.14002737391,26.3054310167876,38723,14796,0.386803191901454,1183.68,5.44058199467794,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"BCG",0.98,"TB",0.000125783444796051,34357.95,4.32166130713048,37757,34705,0.99,34010.9,4.27800816261401,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"DTP3",0.93,"D",3.35577424265804e-05,31928.6,1.07145173484132,37757,34705,0.92,32275.65,1.08309794935046,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"DTP3",0.93,"P",0.00130364125969225,31928.6,41.62344032421,37757,34705,0.92,32275.65,42.0758690233862,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"DTP3",0.93,"T",0.000137801119427617,31928.6,4.39979682175661,37757,34705,0.92,32275.65,4.44762070025397,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"HepB",0.93,"HepB",0.0050313461925779,32102.125,161.51690439241,37757,34705,0.925,32275.65,162.389968740477,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"HepB_BD",0.94,"HepB",0.00180513480795899,33663.85,60.7677874049102,37757,34705,0.97,32622.7,58.8883712996037,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"Hib3",0.93,"Hib",0.000665333920644489,32223.5925,21.4394491352753,37757,34705,0.9285,32275.65,21.4740847558493,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"MCV1",0.94,"Measles",0.00524323899001809,33021.8075,173.141228604872,37757,34705,0.9515,32622.7,171.048612599663,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"PCV3",0.93,"PCV",0.000587457196418158,32352.001,19.0054158059774,37757,34705,0.9322,32275.65,18.9605628615737,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"Rota",0.92,"Rota",9.7918321112842e-05,32622.7,3.19436001416791,37757,34705,0.94,31928.6,3.12639490748349,"Armenia","EURO","Upper middle income"
"ARM",2021,0,3,"Rubella",0.94,"Rubella",0.000225405979790433,32969.75,7.43157880219563,37757,34705,0.95,32622.7,7.35335165690936,"Armenia","EURO","Upper middle income"
"ARM",2021,2,3,"MCV2",0.94,"Measles",0.000631747715407269,35810.0925,22.622944125398,40160,37275,0.9607,35038.5,22.1354923262976,"Armenia","EURO","Upper middle income"
"ARM",2021,13,3,"HPV",0.08,"HPV",0.00459632839507125,6180.53904319053,28.4077871010631,39893,15941,0.387713383300328,1275.28,5.86160567566646,"Armenia","EURO","Upper middle income"
"ATG",2019,0,3,"DTP3",0.95,"D",6.68060920991038e-05,935.75,0.0625138006817364,1455,985,0.95,935.75,0.0625138006817364,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"DTP3",0.95,"P",0.00167261146221657,935.75,1.56514617576916,1455,985,0.95,935.75,1.56514617576916,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"DTP3",0.95,"T",0.00018769668689517,935.75,0.175637174762155,1455,985,0.95,935.75,0.175637174762155,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"HepB",0.99,"HepB",0.00738341381633111,975.15,7.19993598299528,1455,985,0.99,975.15,7.19993598299528,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"Hib3",0.99,"Hib",0.000335162683553259,975.15,0.326833890866961,1455,985,0.99,975.15,0.326833890866961,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"MCV1",0.93,"Measles",0.00484156986931937,916.05,4.43512007879001,1455,985,0.93,916.05,4.43512007879001,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"MCV2",0.8,"Measles",0.000871186164659475,935.75,0.815212453580104,1455,985,0.95,788,0.686494697751666,"Antigua and Barbuda","PAHO","High income"
"ATG",2019,0,3,"Rubella",0.93,"Rubella",0.00126285615279767,916.05,1.15683937877031,1455,985,0.93,916.05,1.15683937877031,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"DTP3",0.96,"D",6.68060920991038e-05,1001.3,0.0668929400188326,1436,1054,0.95,1011.84,0.0675970762295572,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"DTP3",0.96,"P",0.00167261146221657,1001.3,1.67478585711745,1436,1054,0.95,1011.84,1.69241518192921,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"DTP3",0.96,"T",0.00018769668689517,1001.3,0.187940692588134,1436,1054,0.95,1011.84,0.189919015668009,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"HepB",0.95,"HepB",0.00738341381633111,1043.46,7.70429698078886,1436,1054,0.99,1001.3,7.39301225429234,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"Hib3",0.99,"Hib",0.000335162683553259,1043.46,0.349728853780484,1436,1054,0.99,1043.46,0.349728853780484,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"MCV1",0.89,"Measles",0.00484156986931937,980.22,4.74580361730423,1436,1054,0.93,938.06,4.54168303161373,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"MCV2",0.8,"Measles",0.000871186164659475,1001.3,0.872318706673532,1436,1054,0.95,843.2,0.734584174040869,"Antigua and Barbuda","PAHO","High income"
"ATG",2020,0,3,"Rubella",0.89,"Rubella",0.00126285615279767,980.22,1.23787685809533,1436,1054,0.93,938.06,1.18463484269338,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"DTP3",0.92,"D",6.68060920991038e-05,1065.9,0.0712086135684347,1420,1122,0.95,1032.24,0.0689599205083789,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"DTP3",0.92,"P",0.00167261146221657,1065.9,1.78283655757664,1420,1122,0.95,1032.24,1.72653645575843,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"DTP3",0.92,"T",0.00018769668689517,1065.9,0.200065898561562,1420,1122,0.95,1032.24,0.19374802808067,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"HepB",0.92,"HepB",0.00738341381633111,1110.78,8.20134839890427,1420,1122,0.99,1032.24,7.62145507776962,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"Hib3",0.92,"Hib",0.000335162683553259,1110.78,0.372292005637289,1420,1122,0.99,1032.24,0.345968328471016,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"MCV1",0.85,"Measles",0.00484156986931937,1043.46,5.05198449583999,1420,1122,0.93,953.7,4.61740518436988,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"MCV2",0.76,"Measles",0.000871186164659475,1065.9,0.928597332910534,1420,1122,0.95,852.72,0.742877866328428,"Antigua and Barbuda","PAHO","High income"
"ATG",2021,0,3,"Rubella",0.85,"Rubella",0.00126285615279767,1043.46,1.31773988119826,1420,1122,0.93,953.7,1.20438591292314,"Antigua and Barbuda","PAHO","High income"
"AUS",2019,0,3,"DTP3",0.95,"D",4.529268977835e-06,287893.7,1.30394800432414,335309,303046,0.95,287893.7,1.30394800432414,"Australia","WPRO","High income"
"AUS",2019,0,3,"DTP3",0.95,"P",0.000186065070334038,287893.7,53.5669615392264,335309,303046,0.95,287893.7,53.5669615392264,"Australia","WPRO","High income"
"AUS",2019,0,3,"DTP3",0.95,"T",3.02297933712725e-05,287893.7,8.70296706389111,335309,303046,0.95,287893.7,8.70296706389111,"Australia","WPRO","High income"
"AUS",2019,0,3,"HepB",0.95,"HepB",0.00916738431031296,287893.7,2639.23218841795,335309,303046,0.95,287893.7,2639.23218841795,"Australia","WPRO","High income"
"AUS",2019,0,3,"Hib3",0.95,"Hib",0.00013696535386103,287893.7,39.4314624948612,335309,303046,0.95,287893.7,39.4314624948612,"Australia","WPRO","High income"
"AUS",2019,0,3,"MCV1",0.94,"Measles",0.00317320492488442,287893.7,913.545706683198,335309,303046,0.95,284863.24,903.929436086533,"Australia","WPRO","High income"
"AUS",2019,0,3,"MCV2",0.94,"Measles",0.000479286024071353,284863.24,136.530969703684,335309,303046,0.94,284863.24,136.530969703684,"Australia","WPRO","High income"
"AUS",2019,0,3,"PCV3",0.96,"PCV",0.000162260897694494,290924.16,47.2056153626166,335309,303046,0.96,290924.16,47.2056153626166,"Australia","WPRO","High income"
"AUS",2019,0,3,"Rota",0.92,"Rota",3.74442749027556e-05,263650.02,9.87218382699701,335309,303046,0.87,278802.32,10.439550713606,"Australia","WPRO","High income"
"AUS",2019,0,3,"Rubella",0.94,"Rubella",0.00063597140297634,287893.7,183.09216029705,335309,303046,0.95,284863.24,181.164874399186,"Australia","WPRO","High income"
"AUS",2019,9,3,"HPV",0.79,"HPV",0.00430702877878802,123411.43,531.536580641383,324003,156217,0.79,123411.43,531.536580641383,"Australia","WPRO","High income"
"AUS",2020,0,3,"DTP3",0.95,"D",4.529268977835e-06,292725.4,1.32583207324434,338602,308132,0.95,292725.4,1.32583207324434,"Australia","WPRO","High income"
"AUS",2020,0,3,"DTP3",0.95,"P",0.000186065070334038,292725.4,54.4659721395594,338602,308132,0.95,292725.4,54.4659721395594,"Australia","WPRO","High income"
"AUS",2020,0,3,"DTP3",0.95,"T",3.02297933712725e-05,292725.4,8.84902835652309,338602,308132,0.95,292725.4,8.84902835652309,"Australia","WPRO","High income"
"AUS",2020,0,3,"HepB",0.95,"HepB",0.00916738431031296,292725.4,2683.52623919009,338602,308132,0.95,292725.4,2683.52623919009,"Australia","WPRO","High income"
"AUS",2020,0,3,"Hib3",0.95,"Hib",0.00013696535386103,292725.4,40.0932379951116,338602,308132,0.95,292725.4,40.0932379951116,"Australia","WPRO","High income"
"AUS",2020,0,3,"MCV1",0.93,"Measles",0.00317320492488442,292725.4,928.877680918762,338602,308132,0.95,286562.76,909.322361320472,"Australia","WPRO","High income"
"AUS",2020,0,3,"MCV2",0.94,"Measles",0.000479286024071353,289644.08,138.822359499005,338602,308132,0.94,289644.08,138.822359499005,"Australia","WPRO","High income"
"AUS",2020,0,3,"PCV3",0.97,"PCV",0.000162260897694494,295806.72,47.9978639312638,338602,308132,0.96,298888.04,48.4978416805478,"Australia","WPRO","High income"
"AUS",2020,0,3,"Rota",0.93,"Rota",3.74442749027556e-05,268074.84,10.0378680034722,338602,308132,0.87,286562.76,10.7301347623324,"Australia","WPRO","High income"
"AUS",2020,0,3,"Rubella",0.93,"Rubella",0.00063597140297634,292725.4,186.16498332481,338602,308132,0.95,286562.76,182.245720517972,"Australia","WPRO","High income"
